timestamp,open,high,low,close,volume
2026-02-20 09:15:00,22497.38,22505.06,22477.25,22494.48,42326
2026-02-20 09:16:00,22496.22,22497.69,22468.27,22485.79,41917
2026-02-20 09:17:00,22484.11,22488.91,22464.04,22481.03,44742
2026-02-20 09:18:00,22479.51,22481.85,22476.78,22480.65,68761
2026-02-20 09:19:00,22482.55,22487.17,22464.29,22471.48,54919
2026-02-20 09:20:00,22468.84,22483.49,22452.86,22462.3,45308
2026-02-20 09:21:00,22458.87,22473.03,22457.96,22462.2,62378
2026-02-20 09:22:00,22459.01,22463.81,22458.0,22458.04,50469
2026-02-20 09:23:00,22457.14,22462.12,22439.15,22447.69,48576
2026-02-20 09:24:00,22447.93,22452.05,22436.71,22442.4,38753
2026-02-20 09:25:00,22439.33,22449.55,22429.43,22432.09,42515
2026-02-20 09:26:00,22435.19,22436.12,22412.33,22421.76,50675
2026-02-20 09:27:00,22425.88,22439.92,22412.98,22414.97,59715
2026-02-20 09:28:00,22416.26,22427.21,22389.68,22397.4,56860
2026-02-20 09:29:00,22399.52,22413.59,22318.53,22328.0,29607
2026-02-20 09:30:00,22327.46,22419.36,22325.71,22418.0,50740
2026-02-20 09:31:00,22421.26,22432.3,22403.47,22417.1,49444
2026-02-20 09:32:00,22417.87,22421.11,22401.33,22420.85,49108
2026-02-20 09:33:00,22418.24,22428.16,22415.31,22422.8,40601
2026-02-20 09:34:00,22421.77,22438.53,22421.27,22430.06,59551
2026-02-20 09:35:00,22428.09,22436.45,22423.85,22432.42,42071
2026-02-20 09:36:00,22432.21,22440.49,22423.52,22427.95,38021
2026-02-20 09:37:00,22431.88,22441.02,22426.28,22440.74,52139
2026-02-20 09:38:00,22440.52,22445.16,22435.6,22443.39,57575
2026-02-20 09:39:00,22442.33,22452.41,22440.13,22447.8,26980
2026-02-20 09:40:00,22444.77,22455.7,22430.09,22443.25,47509
2026-02-20 09:41:00,22444.4,22446.89,22419.35,22443.98,61195
2026-02-20 09:42:00,22443.72,22456.29,22430.87,22448.65,52034
2026-02-20 09:43:00,22447.14,22458.52,22440.57,22445.74,39184
2026-02-20 09:44:00,22449.11,22459.04,22449.05,22451.99,64799
2026-02-20 09:45:00,22452.14,22459.28,22439.96,22452.39,55389
2026-02-20 09:46:00,22450.32,22456.16,22443.31,22454.64,36172
2026-02-20 09:47:00,22456.49,22471.77,22443.84,22455.03,55629
2026-02-20 09:48:00,22453.73,22474.04,22448.99,22470.14,41360
2026-02-20 09:49:00,22470.24,22480.71,22468.07,22474.06,49497
2026-02-20 09:50:00,22473.58,22480.84,22467.11,22471.72,57553
2026-02-20 09:51:00,22472.72,22488.47,22471.93,22480.65,57513
2026-02-20 09:52:00,22477.31,22481.68,22472.01,22477.33,55705
2026-02-20 09:53:00,22475.8,22497.02,22462.78,22482.58,50480
2026-02-20 09:54:00,22483.1,22490.33,22469.71,22474.82,33384
2026-02-20 09:55:00,22474.69,22484.38,22465.64,22470.85,50473
2026-02-20 09:56:00,22469.13,22479.11,22461.08,22476.03,44231
2026-02-20 09:57:00,22477.7,22493.5,22473.46,22484.46,64415
2026-02-20 09:58:00,22479.52,22495.87,22474.9,22489.49,47969
2026-02-20 09:59:00,22490.23,22497.63,22489.54,22492.8,48443
2026-02-20 10:00:00,22495.14,22497.17,22485.59,22488.29,45881
2026-02-20 10:01:00,22487.31,22490.78,22474.74,22477.9,45790
2026-02-20 10:02:00,22478.48,22495.08,22464.33,22471.3,46739
2026-02-20 10:03:00,22473.7,22476.97,22449.7,22466.0,39919
2026-02-20 10:04:00,22462.26,22471.09,22462.11,22468.28,66764
2026-02-20 10:05:00,22468.93,22470.69,22460.36,22467.0,27888
2026-02-20 10:06:00,22467.47,22473.64,22443.36,22455.19,61437
2026-02-20 10:07:00,22455.87,22459.19,22448.75,22453.81,72706
2026-02-20 10:08:00,22454.17,22456.16,22445.21,22448.88,41501
2026-02-20 10:09:00,22450.54,22457.39,22441.93,22442.5,45223
2026-02-20 10:10:00,22443.46,22446.13,22430.36,22438.66,44899
2026-02-20 10:11:00,22438.12,22445.95,22430.02,22433.57,53773
2026-02-20 10:12:00,22435.08,22442.46,22421.82,22428.78,63556
2026-02-20 10:13:00,22429.61,22444.62,22421.39,22427.58,37553
2026-02-20 10:14:00,22424.02,22441.0,22418.79,22429.03,49444
2026-02-20 10:15:00,22429.59,22442.69,22410.02,22433.69,51292
2026-02-20 10:16:00,22433.91,22447.38,22430.06,22441.57,52238
2026-02-20 10:17:00,22439.99,22445.94,22424.93,22442.17,63454
2026-02-20 10:18:00,22445.36,22449.45,22436.32,22444.24,48742
2026-02-20 10:19:00,22444.35,22453.1,22428.17,22441.71,65295
2026-02-20 10:20:00,22441.39,22444.81,22430.63,22438.73,33451
2026-02-20 10:21:00,22440.38,22443.57,22430.06,22442.98,37049
2026-02-20 10:22:00,22442.31,22462.76,22440.23,22449.41,34968
2026-02-20 10:23:00,22448.92,22452.3,22427.34,22450.12,49457
2026-02-20 10:24:00,22449.66,22460.7,22434.87,22455.13,61265
2026-02-20 10:25:00,22454.59,22466.43,22434.01,22457.58,50592
2026-02-20 10:26:00,22457.61,22457.8,22454.42,22456.0,48556
2026-02-20 10:27:00,22454.85,22462.81,22454.59,22458.44,44565
2026-02-20 10:28:00,22457.01,22466.45,22454.97,22465.6,65039
2026-02-20 10:29:00,22460.3,22475.18,22450.33,22466.45,29266
2026-02-20 10:30:00,22465.76,22476.68,22454.5,22473.71,42221
2026-02-20 10:31:00,22471.49,22485.51,22456.74,22464.23,62715
2026-02-20 10:32:00,22465.67,22477.55,22461.48,22468.52,54893
2026-02-20 10:33:00,22466.08,22475.57,22464.15,22469.87,46251
2026-02-20 10:34:00,22471.29,22474.85,22466.78,22469.67,61593
2026-02-20 10:35:00,22467.51,22475.97,22462.76,22471.04,46904
2026-02-20 10:36:00,22471.69,22481.7,22456.7,22464.09,48150
2026-02-20 10:37:00,22463.04,22472.6,22457.41,22464.21,35915
2026-02-20 10:38:00,22461.1,22471.49,22450.85,22466.64,67547
2026-02-20 10:39:00,22462.48,22487.12,22460.79,22473.55,49032
2026-02-20 10:40:00,22472.46,22475.67,22472.16,22472.48,61033
2026-02-20 10:41:00,22472.71,22473.91,22467.33,22470.24,49430
2026-02-20 10:42:00,22470.86,22484.54,22458.45,22469.24,57432
2026-02-20 10:43:00,22469.58,22475.37,22469.43,22473.9,53475
2026-02-20 10:44:00,22472.82,22482.44,22471.25,22476.21,40216
2026-02-20 10:45:00,22477.03,22490.65,22466.86,22475.09,54725
2026-02-20 10:46:00,22475.6,22486.01,22462.28,22478.15,60143
2026-02-20 10:47:00,22474.47,22489.77,22469.47,22479.53,50260
2026-02-20 10:48:00,22480.57,22490.22,22479.07,22484.41,42446
2026-02-20 10:49:00,22483.19,22494.44,22475.21,22482.6,36483
2026-02-20 10:50:00,22480.65,22490.72,22473.05,22482.29,76323
2026-02-20 10:51:00,22483.28,22484.76,22474.85,22481.72,57003
2026-02-20 10:52:00,22480.57,22481.54,22456.39,22476.87,49039
2026-02-20 10:53:00,22479.17,22484.79,22478.77,22479.05,67708
2026-02-20 10:54:00,22477.8,22495.6,22472.13,22481.1,44375
2026-02-20 10:55:00,22482.36,22490.15,22477.15,22482.12,34297
2026-02-20 10:56:00,22480.67,22484.16,22480.07,22482.18,56206
2026-02-20 10:57:00,22482.54,22493.22,22474.48,22477.52,56105
2026-02-20 10:58:00,22478.64,22487.29,22470.16,22476.83,54591
2026-02-20 10:59:00,22476.69,22489.98,22473.02,22476.46,52076
2026-02-20 11:00:00,22477.0,22487.22,22465.6,22474.25,60531
2026-02-20 11:01:00,22474.17,22480.06,22473.94,22474.61,50297
2026-02-20 11:02:00,22476.49,22481.36,22475.72,22477.23,45377
2026-02-20 11:03:00,22476.36,22488.24,22474.58,22485.77,45212
2026-02-20 11:04:00,22488.28,22495.44,22485.98,22487.47,45602
2026-02-20 11:05:00,22490.36,22491.94,22481.25,22489.5,35144
2026-02-20 11:06:00,22490.03,22497.32,22489.38,22490.2,60654
2026-02-20 11:07:00,22489.17,22500.44,22465.14,22483.53,46371
2026-02-20 11:08:00,22482.64,22496.05,22470.0,22484.42,44771
2026-02-20 11:09:00,22483.58,22487.91,22472.82,22485.66,40813
2026-02-20 11:10:00,22483.65,22502.65,22483.37,22496.51,52342
2026-02-20 11:11:00,22499.61,22507.6,22488.87,22496.74,47860
2026-02-20 11:12:00,22496.64,22504.35,22487.66,22498.95,53824
2026-02-20 11:13:00,22499.28,22503.75,22496.97,22499.81,74553
2026-02-20 11:14:00,22498.53,22502.78,22491.15,22496.14,44445
2026-02-20 11:15:00,22494.87,22511.22,22483.5,22501.71,44292
2026-02-20 11:16:00,22500.05,22509.49,22495.63,22505.72,56329
2026-02-20 11:17:00,22506.13,22522.01,22493.75,22509.88,67958
2026-02-20 11:18:00,22508.65,22511.76,22504.95,22507.24,53344
2026-02-20 11:19:00,22508.56,22529.93,22507.14,22513.85,42017
2026-02-20 11:20:00,22511.09,22516.94,22508.98,22509.25,67945
2026-02-20 11:21:00,22508.21,22514.38,22508.08,22512.59,61883
2026-02-20 11:22:00,22517.64,22526.61,22513.73,22522.36,60441
2026-02-20 11:23:00,22523.72,22538.5,22514.72,22519.39,46407
2026-02-20 11:24:00,22520.57,22529.44,22511.57,22518.13,55072
2026-02-20 11:25:00,22520.26,22529.62,22508.47,22519.53,56487
2026-02-20 11:26:00,22519.2,22520.37,22508.86,22518.51,41830
2026-02-20 11:27:00,22519.25,22522.39,22513.08,22513.31,62784
2026-02-20 11:28:00,22513.69,22514.95,22502.81,22514.58,57462
2026-02-20 11:29:00,22515.87,22533.18,22508.88,22511.34,52191
2026-02-20 11:30:00,22511.84,22526.85,22511.08,22514.23,52790
2026-02-20 11:31:00,22515.45,22516.94,22507.98,22511.55,51940
2026-02-20 11:32:00,22513.7,22526.96,22512.63,22518.75,42998
2026-02-20 11:33:00,22521.14,22533.33,22512.15,22516.62,53772
2026-02-20 11:34:00,22519.75,22520.28,22511.89,22516.33,68811
2026-02-20 11:35:00,22513.43,22538.17,22509.91,22520.58,44979
2026-02-20 11:36:00,22518.54,22524.2,22514.71,22516.66,44359
2026-02-20 11:37:00,22514.1,22525.55,22508.9,22518.57,49008
2026-02-20 11:38:00,22522.26,22533.36,22510.06,22524.8,43080
2026-02-20 11:39:00,22524.71,22526.66,22517.44,22519.37,53520
2026-02-20 11:40:00,22516.87,22532.66,22516.21,22521.11,61172
2026-02-20 11:41:00,22521.8,22526.8,22517.24,22523.15,54477
2026-02-20 11:42:00,22524.44,22537.9,22522.86,22527.27,57090
2026-02-20 11:43:00,22527.09,22538.61,22517.92,22523.33,68009
2026-02-20 11:44:00,22523.25,22534.7,22518.03,22519.05,43189
2026-02-20 11:45:00,22520.73,22527.35,22517.16,22522.13,31104
2026-02-20 11:46:00,22521.23,22543.71,22508.55,22524.32,57604
2026-02-20 11:47:00,22525.89,22529.72,22518.16,22526.32,49522
2026-02-20 11:48:00,22526.31,22537.98,22514.29,22528.71,58773
2026-02-20 11:49:00,22528.27,22528.48,22525.32,22526.99,29582
2026-02-20 11:50:00,22526.5,22534.38,22518.48,22528.92,47188
2026-02-20 11:51:00,22532.52,22537.64,22526.52,22531.09,55725
2026-02-20 11:52:00,22533.89,22541.29,22528.75,22529.23,43530
2026-02-20 11:53:00,22530.63,22540.85,22523.46,22537.7,56351
2026-02-20 11:54:00,22539.8,22544.87,22529.26,22540.59,51975
2026-02-20 11:55:00,22544.74,22550.25,22522.94,22536.83,51979
2026-02-20 11:56:00,22535.53,22544.32,22532.96,22540.45,54241
2026-02-20 11:57:00,22541.5,22546.09,22537.36,22537.55,71422
2026-02-20 11:58:00,22541.01,22545.19,22540.7,22541.7,51200
2026-02-20 11:59:00,22542.93,22555.52,22540.87,22547.34,33314
2026-02-20 12:00:00,22548.14,22553.32,22541.18,22545.05,65739
2026-02-20 12:01:00,22542.6,22561.62,22540.8,22549.91,60470
2026-02-20 12:02:00,22553.28,22556.95,22543.93,22552.56,49614
2026-02-20 12:03:00,22552.21,22563.92,22547.0,22556.85,34236
2026-02-20 12:04:00,22559.8,22576.47,22554.8,22565.43,53958
2026-02-20 12:05:00,22566.42,22568.5,22561.05,22565.45,43283
2026-02-20 12:06:00,22565.4,22574.78,22559.09,22563.44,46293
2026-02-20 12:07:00,22564.98,22587.77,22551.69,22560.88,32602
2026-02-20 12:08:00,22560.16,22569.11,22548.26,22558.62,61608
2026-02-20 12:09:00,22557.68,22562.08,22557.31,22559.31,54770
2026-02-20 12:10:00,22559.46,22571.93,22551.49,22561.67,45062
2026-02-20 12:11:00,22558.56,22567.2,22546.55,22563.78,58502
2026-02-20 12:12:00,22563.08,22570.88,22560.51,22568.09,70767
2026-02-20 12:13:00,22568.85,22572.58,22560.61,22569.14,52387
2026-02-20 12:14:00,22568.62,22577.52,22568.05,22575.95,49627
2026-02-20 12:15:00,22577.41,22577.82,22570.03,22575.89,49192
2026-02-20 12:16:00,22576.05,22603.77,22568.72,22587.78,53464
2026-02-20 12:17:00,22589.78,22614.45,22573.07,22591.28,48604
2026-02-20 12:18:00,22593.5,22601.82,22583.95,22588.85,39465
2026-02-20 12:19:00,22587.6,22602.91,22584.04,22585.57,52174
2026-02-20 12:20:00,22587.31,22592.47,22586.11,22588.5,53649
2026-02-20 12:21:00,22593.31,22593.77,22586.99,22588.6,60506
2026-02-20 12:22:00,22590.81,22601.96,22585.7,22592.46,38569
2026-02-20 12:23:00,22595.73,22604.9,22592.93,22595.35,42457
2026-02-20 12:24:00,22595.22,22598.69,22592.65,22596.06,54219
2026-02-20 12:25:00,22599.29,22626.56,22590.07,22591.83,59640
2026-02-20 12:26:00,22594.21,22604.03,22583.71,22588.49,57011
2026-02-20 12:27:00,22587.89,22604.84,22586.69,22593.83,51255
2026-02-20 12:28:00,22593.48,22600.46,22584.71,22600.34,35599
2026-02-20 12:29:00,22603.53,22610.3,22589.2,22597.13,28466
2026-02-20 12:30:00,22595.85,22614.24,22586.19,22589.83,60098
2026-02-20 12:31:00,22588.45,22614.77,22580.6,22596.75,46751
2026-02-20 12:32:00,22591.75,22616.62,22580.63,22598.29,33546
2026-02-20 12:33:00,22600.34,22619.85,22583.69,22594.76,55639
2026-02-20 12:34:00,22595.95,22602.78,22589.3,22595.37,52811
2026-02-20 12:35:00,22595.58,22596.11,22589.55,22595.61,47193
2026-02-20 12:36:00,22592.22,22593.01,22583.12,22591.03,38964
2026-02-20 12:37:00,22591.39,22603.61,22584.04,22592.47,34294
2026-02-20 12:38:00,22590.49,22602.24,22582.63,22594.71,47753
2026-02-20 12:39:00,22595.81,22606.79,22594.97,22599.04,36659
2026-02-20 12:40:00,22597.84,22605.82,22585.09,22603.26,54404
2026-02-20 12:41:00,22603.22,22607.64,22595.96,22597.75,63641
2026-02-20 12:42:00,22598.0,22601.44,22593.01,22593.99,55432
2026-02-20 12:43:00,22594.09,22596.37,22588.47,22596.05,43370
2026-02-20 12:44:00,22593.24,22607.24,22581.16,22591.11,43070
2026-02-20 12:45:00,22589.67,22596.83,22583.81,22586.17,62477
2026-02-20 12:46:00,22584.82,22596.81,22578.14,22594.58,71451
2026-02-20 12:47:00,22592.2,22594.68,22584.79,22589.86,54137
